file,measurement,roi_area,mean_pix_value,min_pix_value,max_pix_value,roi_x,roi_y,frame,frame_true,display_num,pulse_num,background_area,background_mean,background_min,background_max,background_x,background_y
clip_04_9sec,5,32,62.156,32,116,20,32,7,257,5,1,32,26.469,24,29,13,32
clip_04_9sec,6,32,58.406,32,118,20,32,8,258,5,1,32,26.438,25,29,13,32
clip_04_9sec,7,32,59.156,30,116,21,32,9,259,5,1,32,26.562,24,31,14,32
clip_04_9sec,8,32,52.5,30,108,21,32,10,260,5,1,32,24.469,19,27,14,32
clip_04_9sec,9,32,51.469,28,109,21,32,11,261,5,1,32,24.406,20,27,15,32
clip_04_9sec,10,32,51.562,28,109,21,32,12,262,5,1,32,24.906,20,29,15,32
clip_04_9sec,11,32,44.344,26,87,21,32,13,263,5,1,32,25.719,23,31,15,32
clip_04_9sec,12,32,43.125,25,79,21,32,14,264,5,1,32,25.406,23,30,15,32
clip_04_9sec,13,32,41.969,26,79,21,32,15,265,5,1,32,25.438,24,29,15,32
clip_04_9sec,14,32,41.219,25,70,21,32,16,266,5,1,32,25.5,23,33,15,32
clip_04_9sec,15,32,40.156,23,72,21,32,17,267,5,1,32,25.531,23,31,15,32
clip_04_9sec,16,32,36.25,22,69,21,32,18,268,5,1,32,24.188,22,30,15,32
clip_04_9sec,17,32,35.625,22,62,21,32,19,269,5,1,32,23.375,22,26,15,32
clip_04_9sec,18,32,34.531,24,58,22,32,20,270,5,1,32,23,22,25,14,32
clip_04_9sec,19,32,32.312,23,56,22,32,21,271,5,1,32,24.469,22,27,16,32
clip_04_9sec,20,32,31.188,24,50,23,32,22,272,5,1,32,24.375,22,29,16,32
clip_04_9sec,21,32,28.344,24,44,23,33,23,273,5,1,32,24.125,22,29,16,33
clip_04_9sec,22,32,26.906,22,40,24,33,24,274,5,1,32,22.281,21,27,15,33
clip_04_9sec,1,21,29.571,25,39,19.5,39.5,12,262,5,2,21,22.286,22,24,13.5,39.5
clip_04_9sec,2,32,41.844,28,78,20,39,13,263,5,2,32,23.188,23,24,13,39
clip_04_9sec,3,32,54.188,30,108,19,40,14,264,5,2,32,25.625,23,28,11,40
clip_04_9sec,4,32,55.438,30,113,19,40,15,265,5,2,32,25.625,23,28,11,40
clip_04_9sec,5,32,57.125,32,109,19,40,16,266,5,2,32,25.406,23,28,12,40
clip_04_9sec,6,32,55.312,28,104,19,40,17,267,5,2,32,25.219,23,27,12,40
clip_04_9sec,7,32,53.906,32,99,20,40,18,268,5,2,32,25.375,23,28,12,40
clip_04_9sec,8,32,51.031,25,96,19,40,19,269,5,2,32,24.625,23,28,12,40
clip_04_9sec,9,21,53.381,30,80,20.5,39.5,20,270,5,2,21,24.762,23,28,14.5,39.5
clip_04_9sec,10,21,49.905,36,75,20.5,39.5,21,271,5,2,21,25.286,23,29,14.5,39.5
clip_04_9sec,11,21,45.762,32,65,20.5,39.5,22,272,5,2,21,25.905,23,30,15.5,39.5
clip_04_9sec,12,21,42.476,29,62,21.5,39.5,23,273,5,2,21,25.524,21,31,16.5,39.5
clip_04_9sec,13,21,40.857,26,61,21.5,39.5,24,274,5,2,21,23.381,21,27,15.5,39.5
clip_04_9sec,14,12,42.083,33,54,22,40,25,275,5,2,12,23,21,26,16,40
clip_04_9sec,15,21,34.238,26,47,22.5,39.5,26,276,5,2,21,21.857,19,25,16.5,39.5
clip_04_9sec,16,12,34.583,24,45,22,40,27,277,5,2,12,21.417,19,24,17,40
clip_04_9sec,17,12,30.917,25,41,23,39,28,278,5,2,12,20.5,17,25,18,39
clip_04_9sec,18,12,29.083,22,36,24,40,29,279,5,2,12,20.833,19,24,17,40
clip_04_9sec,1,16,50.75,38,71,19.5,45,20,270,5,3,16,26.75,26,29,12.5,45
clip_04_9sec,2,20,50.95,33,77,20,45,21,271,5,3,20,25.35,24,27,14,44
clip_04_9sec,3,20,50.8,32,79,20,45,22,272,5,3,20,25.55,25,27,13,45
clip_04_9sec,4,16,54.562,33,79,21.5,45,23,273,5,3,16,25.812,24,31,15.5,45
clip_04_9sec,5,16,54.562,34,80,21.5,45,24,274,5,3,16,24.625,24,28,14.5,45
clip_04_9sec,6,16,47.438,29,68,21.5,45,25,275,5,3,16,22.938,19,25,15.5,45
clip_04_9sec,7,16,43.375,25,63,21.5,45,26,276,5,3,16,22.312,19,24,15.5,45
clip_04_9sec,8,16,42.938,27,60,22.5,45,27,277,5,3,16,21.812,20,23,15.5,45
clip_04_9sec,9,12,39.333,25,52,23,45,28,278,5,3,12,20.333,17,24,17,45
clip_04_9sec,10,12,36.25,29,46,23,45,29,279,5,3,12,20.833,19,23,17,45
clip_04_9sec,11,12,28.333,25,34,23,45,30,280,5,3,12,20.75,20,21,18,45
clip_04_9sec,12,12,27.583,25,32,23,45,31,281,5,3,12,21.083,20,23,19,45
